id,well_name,operator_name,status,county,latitude,longitude
31003002650000,Black E S 1,Pavilion Natural Gas Co.,PA,Allegany,42.17444,-77.94409
31003002660000,Randolph A 1,Johnson Norwood,PA,Allegany,42.23659,-77.80666999999998
31003002670000,Hayes Maud 1,Clancy I.P.,PA,Allegany,42.19974,-77.93857
31003002700000,Lynch A 1,Cabot Oil & Gas Corp.,PA,Allegany,42.12961,-77.82724
31003002720000,Padden Est 1,Penn-York Energy Corp.,PA,Allegany,42.1369,-77.81839999999998
31003002730000,McEwen + Morton 1,Clancy I.P.,PA,Allegany,42.20538,-77.97386
31003002740000,Rigby Cyrus 1,Van Gilder,PA,Allegany,42.00516,-77.80003999999998
31003002760000,Lynch (Clark) EC-484,National Fuel Gas Supply Corporation,AC,Allegany,42.05518,-77.84225
31003002770000,Baham C 1,Belmont Quadrangle Drilling,PA,Allegany,42.01231,-77.77956
31003003350000,Barringer Benton E 1,Appalachian Development Corporation,PA,Allegany,42.3477,-78.16271999999998
31003003360000,Harback 1,Hill & McKinney,PA,Allegany,42.26657,-78.22596
31003003370000,Hooker Sydney 1,McKiney & Williams,PA,Allegany,42.33038,-78.04455
31003003380000,Murray Est 1,Cabot G.L.,PA,Allegany,42.341481,-78.146027
31003003390000,Bennett Leon 1,Sanderson et al,PA,Allegany,42.45194,-77.99432
31003003400000,Barringer D 1,Appalachian Development Corporation,PA,Allegany,42.34193,-78.16065999999998
31003003410000,Murray E 1,Benedum & Trees,UL,Allegany,42.34576,-78.15162999999998
31003003420000,Ford R C 1,Pavilion Natural Gas Co.,PA,Allegany,42.33477,-78.15679
31003003430000,Clark 1,Hanley & Bird,PA,Allegany,42.27015,-78.05652
31003003440000,Cline Raymond 1,Witmer Oil & Gas,PA,Allegany,42.25777,-78.00749
31003003450000,Connors Matt 1,Filmer Oil & Gas,PA,Allegany,42.46954,-78.15452
31003003460000,Royce 1,Belmont Quadrangle Drilling,PA,Allegany,42.28252,-78.08768999999998
31003003470000,Byron Bessie,French Harold,PA,Allegany,42.38221,-78.05773
31003003480000,Lilley Frank L 1,French Harold,PA,Allegany,42.39363,-78.03161
31003003490000,Phipps Mina G 1,Belmont Quadrangle Drilling,PA,Allegany,42.40876,-78.02606
31003003500000,Woodruff Fanny Est 1,Higgins et al,PA,Allegany,42.41343,-78.03104999999998
31003003510000,Jermaine Eda L 1,Hanley & Bird,PA,Allegany,42.41233,-78.02679999999998
31003003520000,Smith M K,Hanley & Bird,PA,Allegany,42.41769,-78.02235
31003003530000,Phipps Roy 1,Lawrence Gas Co.,PA,Allegany,42.40903,-78.02809999999998
31003003540000,Bently G 1,Lawrence Gas Co.,PA,Allegany,42.41027,-78.02513
31003003550000,Hoyt E C 1,Jackles et al,PA,Allegany,42.41949,-78.01308
31003003560000,Barney F,Hanley & Bird,PA,Allegany,42.42002,-78.01791
31003003570000,"Benrens, H 1",Bayless et al,PA,Allegany,42.41316,-77.98291
31003003580000,Bank of Angelica 3,Kaufman Gordon et al,PA,Allegany,42.39363,-78.01381999999998
31003003590000,Steadman C 1,Kerr & Kaufman,PA,Allegany,42.42169,-78.06462999999998
31003003600000,Bank of Angelica 1,Kerr & Kaufman,PA,Allegany,42.40161,-78.03754999999998
31003003610000,Bank of Angelica 2,Kerr & Kaufman,PA,Allegany,42.40642,-78.02957
31003003620000,Vincent + Smith 1,Kerr & Kaufman,PA,Allegany,42.40986,-78.03347999999998
31003003630000,Vincent S P 1,Brendel S.J.,PA,Allegany,42.40903,-78.04237999999998
31003003640000,Slaight J W 1,Pennsylvania Gas Co. Inc.,PA,Allegany,42.40986,-78.0142
31003003650000,Murphy Est 1,Hanley & Bird,PA,Allegany,42.00584,-77.97777
31003003660000,Odonnell Patricia 1,Cabot G.L.,PA,Allegany,42.01052,-77.93223
31003003680000,"Crane, D 1",Sylvania Corp.,PA,Allegany,42.0086,-77.97278
31003003690000,Harder Lee 1,Cabot G.L.,PA,Allegany,42.07543,-77.96915
31003003700000,Voided Permit,Unknown,VP,Allegany,42.01341,-77.95361
31003003710000,"O'Hara, James 1 (NFGSC SC-498A)",Cunningham Natural Gas Corp.,CO,Allegany,42.00282,-77.93849
31003003710001,"O'Hara, James 1 (NFGSC SC-498A)",National Fuel Gas Supply Corporation,AC,Allegany,42.00283,-77.93862
31003003740000,"Knox, H 1",Sylvania Corp.,PA,Allegany,42.0185,-77.95066
31003003750000,"Burns, W 2",Becker J.W. et al,PA,Allegany,41.9998,-77.95802
31003003760000,"Knox, H 1",Sylvania Corp.,PA,Allegany,42.01423,-77.9573
31003003790000,Moynihan (N146) EC-495,National Fuel Gas Supply Corporation,CO,Allegany,42.0185,-77.937
31003003790001,Moynihan Farms SC-495A,National Fuel Gas Supply Corporation,AC,Allegany,42.01851,-77.93679
31003003800000,Regan C D 2,Cunningham Natural Gas Corp.,PA,Allegany,42.01052,-77.94697999999998
31003003810000,Burns Wm 1,Becker J.W. et al,PA,Allegany,42.00365,-77.95839999999998
31003003810001,Burns W. SC-515A,National Fuel Gas Supply Corporation,AC,Allegany,42.00388,-77.95913
31003003820000,Barber Dpra 1 496,Cabot G.L.,PA,Allegany,42.01939,-77.92726
31003003830000,Cunningham Alice 1 (NFGSC SC-494),National Fuel Gas Supply Corporation,CO,Allegany,42.01575,-77.93196
31003003830001,Cunningham Alice 1 (NFGSC SC-494),National Fuel Gas Supply Corporation,AC,Allegany,42.01569,-77.93197
31003003840000,Col Henrietta 1 513,Cunningham Natural Gas Corp.,PA,Allegany,42.00255,-77.96285
31003003850000,"Moran, T 1",Southwestern Development Co.,PA,Allegany,42.01314,-77.96098
31003003870000,"Costello, M 1",National Fuel Gas Supply Corporation,PA,Allegany,42.01877,-77.94587
31003003880000,Maxwell Thomas 1 491,Cunningham Natural Gas Corp.,PA,Allegany,42.00268,-77.94439
31003003890000,Voided Permit,Unknown,VP,Allegany,42.00694,-77.95878
31003003900000,Voided Permit,Unknown,VP,Allegany,42.01478,-77.92118999999998
31003003930000,Barney EC-453,National Fuel Gas Supply Corporation,PA,Allegany,42.07804,-77.79528
31003003940000,Rennels Cy 1,Empire Gas & Fuel,PA,Allegany,42.22422,-77.78946999999998
31003003950000,Searer H,Empire Gas & Fuel,PA,Allegany,42.06828,-77.85518
31003003960000,Cornelius 1,Empire Gas & Fuel,PA,Allegany,42.22875,-77.82071999999998
31003003970000,Clark J EC-457,National Fuel Gas Supply Corporation,AC,Allegany,42.05379,-77.83486
31003003980000,Grastorf (Burrows) EC-539,National Fuel Gas Supply Corporation,AC,Allegany,42.04428,-77.89275
31003003990000,Dannheim (Johnson) EC-481,National Fuel Gas Supply Corporation,AC,Allegany,42.03862,-77.88342
31003004000000,Clark Herbert G 12,Empire Gas & Fuel,PA,Allegany,42.13965,-77.81434
31003004010000,Lynch Michael 1,Empire Gas & Fuel,PA,Allegany,42.13703,-77.82725999999998
31003004020000,Brubaker (Miller) EC-456,National Fuel Gas Supply Corporation,AC,Allegany,42.06828,-77.8062
31003004030000,Lynch Mary E 1,Belmont Quadrangle Drilling,PA,Allegany,42.13484,-77.81064
31003004040000,Potter Oscar A 1,Empire Gas & Fuel,UN,Allegany,42.07818,-77.77038
31003004050000,Lynch C L,Belmont Quadrangle Drilling,PA,Allegany,42.21844,-77.82736
31003004060000,Martin (Lafever) EC-434,National Fuel Gas Supply Corporation,AC,Allegany,42.10687,-77.76325
31003004070000,Bassett M 1,Empire Gas & Fuel,PA,Allegany,42.07914,-77.78180999999998
31003004080000,Hayes Maud 2,Clancy I.P.,PA,Allegany,42.20235,-77.93523999999998
31003004100000,Patten NY-593,Penn York Natural Gas,PA,Allegany,42.11572,-77.76909
31003004120000,Barney H EC-450,National Fuel Gas Supply Corporation,AC,Allegany,42.08032,-77.80401999999998
31003004350000,Norris EC-467,National Fuel Gas Supply Corporation,AC,Allegany,42.0411,-77.84895
31003004360000,Shear F (Shear Wm) EC-474,National Fuel Gas Supply Corporation,AC,Allegany,42.04208,-77.86320999999998
31003004370000,Dannheim (Johnson) EC-482,National Fuel Gas Supply Corporation,AC,Allegany,42.04172,-77.87475999999998
31003004390000,Fortner Byron 466,Penn-York Energy Corp.,PA,Allegany,42.04297,-77.85084
31003004400000,Fortner (Porter B) EC-465,National Fuel Gas Supply Corporation,AC,Allegany,42.04689,-77.85481
31003004410000,Fortner Byron 470,Penn-York Energy Corp.,PA,Allegany,42.0438,-77.85581999999998
31003004420000,Cornelius F EC-464,National Fuel Gas Supply Corporation,AC,Allegany,42.04836,-77.85145
31003004440000,Allen & Bouch SC-461,Penn-York Energy Corp.,PA,Allegany,42.04655,-77.84834999999998
31003004450000,Allen & Bouch SC-460,Penn-York Energy Corp.,PA,Allegany,42.0495,-77.84825999999998
31003004460000,Sc 472,Penn-York Energy Corp.,PA,Allegany,42.03789,-77.85848
31003004470000,Foster (Riley Bros) EC-487,National Fuel Gas Supply Corporation,AC,Allegany,42.0361,-77.85415999999998
31003004630000,"Barber, D 2",Cabot G.L.,PA,Allegany,42.02578,-77.75893
31003004640000,Empire Rogers 1 525,Cabot G.L.,UL,Allegany,42.00126,-77.99106
31003004650000,Ohara James 1,Van Gilder,PA,Allegany,42.00419,-77.94181
31003004660000,Voided Permit,Unknown,VP,Allegany,42.00722,-77.96687
31003004680000,Voided Permit,Unknown,VP,Allegany,42.00447,-77.97534
31003004690000,Mulvey Della 1,Empire Gas & Fuel,PA,Allegany,42.00337,-77.97718999999998
31003004700000,Downes Est 1,Sylvania Corp.,PA,Allegany,42.01066,-77.97167
31003004710000,Burns T (2317) SC-517,National Fuel Gas Supply Corporation,PA,Allegany,42.00612,-77.96911
31003004710001,Burns T SC-517A,National Fuel Gas Supply Corporation,AC,Allegany,42.00606,-77.96971999999998
31003005390000,Youmans Robert,Tidewater South Penn,PA,Allegany,42.18517,-78.12777
31003007190000,Barnard D Cline 1,Conahue T.E. et al,PA,Allegany,42.29009,-78.03434
31003007400000,Hodnet,Unknown,PA,Allegany,42.49868,-78.17699
31003007660000,Brandes 08327,Stark Eric,IN,Allegany,42.07661,-77.88080999999998
31003008360000,Crandall Max 2,Empire Gas & Fuel,UN,Allegany,42.10761,-77.76079
31003008500000,Chase Lynn 1,Parsons Bros,PA,Allegany,42.42607,-78.17937999999998
31003009230000,Gillett,Unknown,PA,Allegany,42.4588,-78.10199
31003009250000,Hammond,Unknown,PA,Allegany,42.47586,-78.10013999999998
31003009950000,Day Mike H 1,Sawyer Salvage,PA,Allegany,42.34606,-78.13706999999998
31003009960000,Buell,Iroquois Gas Corp.,PA,Allegany,42.46761,-78.14857
31003009980000,unknown,Other Gas,UN,Allegany,42.458643,-77.779561
31003010020000,Stout EC-480,National Fuel Gas Supply Corporation,AC,Allegany,42.03587,-77.87959999999998
31003011290000,Ungerman Norman G 1,Fralich C.E.,PA,Allegany,42.23659,-78.24701
31003011500000,Emerick N Y 1,Patterson H.W.,PA,Allegany,42.18351,-78.03816
31003011590000,King Adelbert 1,Ravening et al,PA,Allegany,42.13484,-77.97091
31003017980000,Williams 1,Iroquois Gas Corp.,PA,Allegany,42.44891,-78.28091
31003018050000,Cunninghan Nat Gas EC-477,National Fuel Gas Supply Corporation,AC,Allegany,42.03608,-77.86425
31003018170000,Truby 1,Brown et al,PA,Allegany,42.17595,-78.13395
31003018190000,Thayer 1,Ricker Charles,PA,Allegany,42.42333,-78.15349999999998
31003022110000,Dziekomki 1,Sawyer Salvage,UL,Allegany,42.348947,-78.148199
31003022970000,Tucker 1,Kendall Refining Co.,PA,Allegany,42.22559,-77.87779
31003022980000,O'Brien 1,Unknown,UN,Allegany,42.16027,-78.01578999999998
31003022990000,Hanchett Clayton 1,Fralick C.W. & Assoc.,PA,Allegany,42.24347,-78.06149
31003023000000,Ringelberg John 1,Black River Gas & Fuel,PA,Allegany,42.26381,-78.22548
31003023020000,Genung Deforrest 1,Gordon William,PA,Allegany,42.0911,-78.00859
31003023030000,Cline Raymond 1,Gordon William,PA,Allegany,42.25089,-78.01193
31003023040000,Cooper Doran 1,Fralick C.W. & Assoc.,PA,Allegany,42.22779,-78.06776999999998
31003023050000,Hurd Cecil 1,Gordon William,PA,Allegany,42.15711,-77.9016
31003023060000,Gardiner 1,Kendall Refining Co.,PA,Allegany,42.19083,-77.79351
31003023070000,Amsden Alva + Ray 1,Fralick C.W. & Assoc.,PA,Allegany,42.24168,-78.24419
31003023090000,Watson Willoughby 1,Belmont Quadrangle Drilling,PA,Allegany,42.18297,-78.11041
31003023100000,Scott 1,Belmont Quadrangle Drilling,PA,Allegany,42.21762,-78.08417
31003023110000,Whiteman Robt 1,Hurd Brothers,PA,Allegany,42.16206,-77.90603
31003023120000,Duffy Catharine 1,Conahue T.E. et al,UN,Allegany,42.3037,-77.99751
31003023160000,Green NY-737,Empire Gas & Fuel,PA,Allegany,42.101,-77.75821
31003023170000,Green EC-448,National Fuel Gas Supply Corporation,AC,Allegany,42.08402,-77.79495
31003026140000,Maydole Fred 1,Sawyer Salvage,PA,Allegany,42.349019,-78.148506
31003026690000,Thurston 1,Stengel J.C.,PA,Allegany,42.19947,-78.08970999999998
31003026700000,Francisco 1,Van Gilder,PA,Allegany,42.19713,-78.01913
31003026740000,State of New York 1,Beers & Fralick,PA,Allegany,42.26272,-78.11192
31003026750000,State of New York 2,Beers & Fralick,PA,Allegany,42.27125,-78.1134
31003026760000,Plummer John 1,Beers & Fralick,PA,Allegany,42.22724,-78.11265
31003026770000,Plummer John 2,Beers & Fralick,PA,Allegany,42.22697,-78.11781999999998
31003026780000,Crandall May E 1,Beers & Fralick,PA,Allegany,42.27675,-78.10286
31003026810000,Thomas Robert 1,Butera Oil Co,PA,Allegany,42.46926,-78.18106
31003026820000,Bettinger Lloyd M 1,Fralick C.W. & Assoc.,PA,Allegany,42.2927,-78.10416999999998
31003026870000,Carpenter 1,Van Gilder,PA,Allegany,42.19319,-78.01532
31003026880000,Carpenter 2,Van Gilder,PA,Allegany,42.19611,-78.01139999999998
31003029530000,Hills-Spiker IGC-987,Iroquois Gas Corp.,PA,Allegany,42.49758,-78.12112999999998
31003029570000,Slack Merle 1,Valley Producing Co.,PA,Allegany,42.0306,-77.7947
31003029670000,McElroy 1,Butera Oil Co,PA,Allegany,42.50116,-78.22945
31003031960000,Babcock 1,Leiderbach-French,UN,Allegany,42.02427,-77.92523
31003031980000,Riske 1,Leiderbach-French,PA,Allegany,42.0273,-77.92341
31003032400000,McDonald Edward 1,Van Gilder,PA,Allegany,42.22697,-78.21729
31003032640000,Herdman Jos 1,Heiser & Smith,PA,Allegany,42.285,-78.00714
31003033230000,Tucker Wm,Unknown,PA,Allegany,42.44809,-77.87721
31003033240000,Scott,Clark John,PA,Allegany,42.45276,-77.86387
31003037620000,Voided Permit,Unknown,VP,Statewide,0.0,0.0
31003038560000,Smith Joseph 1,Swan-Bell Oil,PA,Allegany,42.19039,-78.29782
31003038600000,Rehler 1,Swan-Bell Oil,PA,Allegany,42.17389,-78.24863
31003038610000,Cole 1,Swan-Bell Oil,PA,Allegany,42.19204,-78.28299
31003038620000,Wilson 1,Swan-Bell Oil,PA,Statewide,0.0,0.0
31003038630000,Sloan 1,Swan-Bell Oil,PA,Allegany,42.18186,-78.283
31003038690000,Harris Lester H Etal 1,Felmont Oil Corp.,PA,Allegany,42.03967,-77.83932
31003038710000,Lot 54 23,Bradley Producing Corp.,PA,Allegany,42.02455,-78.01705
31003038720000,Wesche 46,Bradley Producing Corp.,PA,Allegany,42.0361,-77.97024
31003038730000,Frisby 72,Bradley Producing Corp.,PA,Allegany,42.15326,-77.79478
31003038740000,Macken 15,Bradley Producing Corp.,PA,Allegany,42.08588,-77.85778
31003038750000,Jordan 220,Bradley Producing Corp.,PA,Allegany,42.1241,-78.1723
31003038860000,Torrey 1,Swan-Bell Oil,PA,Allegany,42.19561,-78.3065
31003038930000,Foreman 83,Bradley Producing Corp.,PA,Allegany,42.04957,-78.15605999999998
31003039010000,Beebe 1,Swan-Bell Oil,PA,Allegany,42.19837,-78.29614999999998
31003039070000,Coon Mary V 1,Parsons Bros,PA,Allegany,42.35513,-78.09139999999998
31003039220000,Fleming 1,Shaw et al,PA,Allegany,42.33876,-77.96451999999998
31003039250000,Cook Gerald M 1,Parsons Bros,PA,Allegany,42.45359,-78.17345
31003039410000,Hanks 3,O'Connors Est.,PA,Allegany,42.0537,-78.25747
31003039520000,Atherton Est 1,Parsons Bros,PA,Allegany,42.38814,-78.04904
31003039560000,Cook G M 2,Parsons Bros,PA,Allegany,42.45303,-78.174
31003039690000,Siegl Bros 1,Parsons Bros,UM,Allegany,42.39914,-78.0496
31003039750000,Lilly Glenn A + Lola A 1,Parsons Bros,PA,Allegany,42.36847,-78.05549999999998
31003039800000,Cartwright A 1,Parsons Bros,PA,Allegany,42.42883,-77.95606999999998
31003039830000,Benjamin Burton 1,Parsons Bros,PA,Allegany,42.30631,-78.06026
31003039860000,Botens Stanley Swift 1,Parsons Bros,PA,Allegany,42.31662,-78.28750999999998
31003039900000,Tucker 1,Parsons Bros,PA,Allegany,42.40065,-78.07648
31003039950000,Hillabush 1,Bentley et al,PA,Allegany,42.29105,-78.1619
31003040250000,Clark Zina 1,Felmont Oil Corp.,PA,Allegany,42.34618,-78.21585
31003040290000,Lewis J 1,Parsons Bros,PA,Allegany,42.30026,-78.12377999999998
31003040520000,Rork Cecile 1,Bentley et al,PA,Allegany,42.26616,-78.19508
31003040610000,Byrnes 20,East Hill Co.,PA,Allegany,42.19486,-78.07769999999998
31003040620000,Byrnes 36 L 21,East Hill Co.,PA,Allegany,42.19555,-78.07806999999998
31003040650000,Amsden Helen 1,Swan-Bell Oil,PA,Allegany,42.24333,-78.24796
31003040660000,Campbell Rufus 1,Swan-Bell Oil,PA,Allegany,42.23494,-78.23425
31003041250000,Fee 1,Short Harold B.,PA,Allegany,42.09949,-77.92266999999998
31003041270000,Follett 1,Freeman & Cotton,PA,Statewide,0.0,0.0
31003041440000,Costello 2,Barnes Olin,UL,Allegany,42.084284,-77.91141299999998
31003041450000,Duke J 3 Lot 125,Bradley Producing Corp.,PA,Allegany,42.05013,-78.02923
31003041680000,Eberl L 1,Bentley et al,PA,Allegany,42.2773,-78.2873
31003042360000,Duke C1,Bradley Producing Corp.,PA,Allegany,42.04779,-78.03292
31003042480000,Wolfer Duane A 1,NYS Natural Gas Corp.,PA,Allegany,42.47049,-78.15989999999998
31003043510000,Highfield Bobby Ann 1 1,Dalletto John C. et al,PA,Allegany,42.44258,-78.00843999999998
31003043520000,Voided Permit,Unknown,VP,Statewide,0.0,0.0
31003043620000,Potter L 2,The Richardson Petroleum Corporation,IN,Allegany,42.07983,-77.76817
31003043720000,Potter L 3,Potter  Linford,PA,Allegany,42.08024,-77.76918
31003043810000,Fassett C L Oliphant 63t,Thornton Co.,UL,Allegany,42.06087,-77.96407999999998
31003043860000,Nye Bert 1,Empire Gas & Fuel,PA,Allegany,42.06346,-77.79343
31003043880000,Shay B L 1,Great Lakes Gas Corp.,PA,Allegany,42.39721,-77.76918
31003044210000,Austin-Bayard 1,Klein Oil & Logging,AC,Allegany,42.08033,-77.76095999999998
31003044250000,Forsythe (Bloss) 1,Sam Koehler Enterprises Inc.,IN,Allegany,42.06732,-77.7641
31003044300000,Voided Permit,Unknown,VP,Allegany,42.06732,-77.7641
31003044410000,Short Tract Field 1,Unknown,PA,Allegany,42.44107,-78.02422
31003044420000,Short Tract Field 2,Unknown,UL,Allegany,42.44157,-78.03426
31003044430000,Short Tract Field 3 (2),Unknown,PA,Allegany,42.43819,-78.02679999999998
31003044630000,Burdick Arthur 1,James V. Joyce/DBA Pipeline Co.,PA,Allegany,42.25832,-77.75526
31003044720000,Obrien 1,Hartsville Gas & Oil Inc.,PA,Allegany,42.11723,-77.90171999999998
31003044730000,Driscoll 1,Hartsville Gas & Oil Inc.,PA,Allegany,42.11875,-77.90374
31003044800000,Bloss Old Forysth Farm 1,Sam Koehler Enterprises Inc.,IN,Allegany,42.06183,-77.77378
31003044810000,Voided Permit,Unknown,VP,Statewide,0.0,0.0
31003044830000,Forsythe (Bloss) 02,Plants and Goodwin Inc.,PA,Allegany,42.06732,-77.76742
31003044840000,Bloss 1,Messer Oil Corp.,PA,Allegany,42.05948,-77.77386
31003044860000,Voided Permit,Unknown,VP,Statewide,0.0,0.0
31003045010000,Fee 1,Eymer Elden,PA,Allegany,42.17045,-78.06032
31003045250000,Clark Lafrone 1,Christman Raymond L.,UN,Allegany,42.0955,-77.83453
